f1,gmean,bacc,auc,brier,ece,dataset,seed,IR,IR_actual,n_min,n_syn,method,H,n_channels,length,M,n_select,tau,clf,energy_syn,mmd_syn,disp_ratio,accept,secs,guard,guard_mode,guard_fired,guard_amt,rho_before,rho_after
0.5079365079365079,0.7012624044814465,0.7344656960700352,0.9162146731373109,0.058349009009008995,0.049855855855855856,JapaneseVowels,0,10,10.0,24,216,guide=gpf | walk=aligned,0.85,12,29,2.1999999999999997,64,2.0,rf,17.234892525259667,0.24065784034688198,9.5347966869925,0.48214285714285715,2.3,0.0,,,,,
0.5,0.8249603144461412,0.8266247977923684,0.91388333809116,0.09409006006006007,0.1480810810810811,JapaneseVowels,0,10,10.0,24,216,guide=gpf | walk=aligned | guard-shrink,0.85,12,29,2.1999999999999997,64,2.0,rf,1.141876350631101,0.03789372682805059,0.8399409871337769,0.48214285714285715,3.4,1.0,shrink,1.0,0.458,9.53,0.84
0.45161290322580644,0.6549546919381286,0.7007327053002188,0.9165001427347989,0.05786264264264263,0.0554054054054054,JapaneseVowels,0,10,10.0,24,216,guide=gpf | walk=aligned | guard-trim,0.85,12,29,2.1999999999999997,64,2.0,rf,9.741495050434313,0.23615445216207198,2.0167543920414883,0.48214285714285715,4.6,1.0,trim,1.0,0.463,9.53,1.99
0.5526315789473685,0.7933854438170315,0.8033114473308592,0.9142163859548957,0.08086837837837839,0.13608108108108108,JapaneseVowels,0,10,10.0,24,216,guide=sig | walk=aligned,0.85,12,29,2.1999999999999997,64,2.0,rf,4.965048196193109,0.07953634483508731,6.735036942080717,0.375,0.9,0.0,,,,,
0.5,0.8377227627071346,0.838329051289371,0.9102198115900656,0.1009778978978979,0.17317117117117117,JapaneseVowels,0,10,10.0,24,216,guide=sig | walk=aligned | guard-shrink,0.85,12,29,2.1999999999999997,64,2.0,rf,1.371682687044494,0.06048940924600443,0.8947543231796202,0.375,2.1,1.0,shrink,1.0,0.545,6.74,0.89
0.49382716049382713,0.766855508440154,0.7783328575506708,0.9134551336949281,0.08472318318318318,0.14192792792792794,JapaneseVowels,0,10,10.0,24,216,guide=sig | walk=aligned | guard-trim,0.85,12,29,2.1999999999999997,64,2.0,rf,2.193970526481568,0.05324570230463421,1.9516449569460375,0.375,3.3,1.0,trim,1.0,0.171,6.74,1.95
0.21052631578947367,0.3576176445235395,0.5600913502711962,0.8961366447806641,0.05899225225225225,0.02241441441441442,JapaneseVowels,0,20,20.0,12,228,none,0.85,12,29,2.0,64,2.0,rf,,,,,,,,,,,
0.43636363636363634,0.6110599262872102,0.6758492720525264,0.8998001712817585,0.0623782882882883,0.060531531531531534,JapaneseVowels,0,20,20.0,12,228,SMOTE-raw,0.85,12,29,2.0,64,2.0,rf,2.170112490386824,0.08419363497862253,0.4808011514162245,,,,,,,,
0.46153846153846156,0.6138565538332104,0.6802740508135883,0.8982300884955752,0.05787711711711712,0.025801801801801805,JapaneseVowels,0,20,20.0,12,228,guide=gpf | walk=aligned,0.85,12,29,2.0,64,2.0,rf,23.162466095370036,0.31114251123548375,5.479787980637041,0.3958333333333333,2.1,0.0,,,,,
0.5142857142857142,0.7380216744831085,0.7593491293177277,0.9178323341897422,0.06531297297297296,0.07344144144144144,JapaneseVowels,0,20,20.0,12,228,guide=gpf | walk=aligned | guard-shrink,0.85,12,29,2.0,64,2.0,rf,2.9505075423658944,0.08527800616867298,0.968116066291481,0.3958333333333333,3.2,1.0,shrink,1.0,0.604,5.48,0.97
